dataset,fragment,events,generator,gridpack,time per event,size per event,match efficiency,filter efficiency
HTo2ZdTo2mu2x_MZd-12p0_ctau-100mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-12p0_ctau-100mm_TuneCP5_13p6TeV_pythia8_cff.py,100000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_12p0_ctau_100_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,9.899879707112971,630.7274,1.0,0.239
HTo2ZdTo2mu2x_MZd-14p0_ctau-1mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-14p0_ctau-1mm_TuneCP5_13p6TeV_pythia8_cff.py,75000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_14p0_ctau_1_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,9.406394514767932,644.4555,1.0,0.237
HTo2ZdTo2mu2x_MZd-14p0_ctau-10mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-14p0_ctau-10mm_TuneCP5_13p6TeV_pythia8_cff.py,75000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_14p0_ctau_10_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,9.704534033613447,652.5031,1.0,0.238
HTo2ZdTo2mu2x_MZd-14p0_ctau-100mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-14p0_ctau-100mm_TuneCP5_13p6TeV_pythia8_cff.py,100000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_14p0_ctau_100_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,9.941676686592656,639.011,1.0,0.2342
HTo2ZdTo2mu2x_MZd-16p0_ctau-1mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-16p0_ctau-1mm_TuneCP5_13p6TeV_pythia8_cff.py,75000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_16p0_ctau_1_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,11.62339193548387,647.3893,1.0,0.248
HTo2ZdTo2mu2x_MZd-16p0_ctau-10mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-16p0_ctau-10mm_TuneCP5_13p6TeV_pythia8_cff.py,75000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_16p0_ctau_10_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,10.028031942215087,650.969,1.0,0.2492
HTo2ZdTo2mu2x_MZd-16p0_ctau-100mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-16p0_ctau-100mm_TuneCP5_13p6TeV_pythia8_cff.py,100000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_16p0_ctau_100_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,10.152722119428091,638.2491,1.0,0.2378
HTo2ZdTo2mu2x_MZd-20p0_ctau-1mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-20p0_ctau-1mm_TuneCP5_13p6TeV_pythia8_cff.py,75000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_20p0_ctau_1_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,10.185703514376996,663.6501,1.0,0.2504
HTo2ZdTo2mu2x_MZd-20p0_ctau-10mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-20p0_ctau-10mm_TuneCP5_13p6TeV_pythia8_cff.py,75000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_20p0_ctau_10_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,8.203533333333333,653.5467,1.0,0.24
HTo2ZdTo2mu2x_MZd-20p0_ctau-100mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-20p0_ctau-100mm_TuneCP5_13p6TeV_pythia8_cff.py,100000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_20p0_ctau_100_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,8.151820032310178,648.4203,1.0,0.2476
HTo2ZdTo2mu2x_MZd-22p0_ctau-1mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-22p0_ctau-1mm_TuneCP5_13p6TeV_pythia8_cff.py,75000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_22p0_ctau_1_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,11.836835483870967,658.029,1.0,0.248
HTo2ZdTo2mu2x_MZd-22p0_ctau-10mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-22p0_ctau-10mm_TuneCP5_13p6TeV_pythia8_cff.py,75000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_22p0_ctau_10_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,11.432627491961414,649.928,1.0,0.2488
HTo2ZdTo2mu2x_MZd-22p0_ctau-100mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-22p0_ctau-100mm_TuneCP5_13p6TeV_pythia8_cff.py,100000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_22p0_ctau_100_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,11.272153815892999,641.8812,1.0,0.2542
HTo2ZdTo2mu2x_MZd-24p0_ctau-1mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-24p0_ctau-1mm_TuneCP5_13p6TeV_pythia8_cff.py,75000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_24p0_ctau_1_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,9.654653319502074,641.1251,1.0,0.241
HTo2ZdTo2mu2x_MZd-24p0_ctau-10mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-24p0_ctau-10mm_TuneCP5_13p6TeV_pythia8_cff.py,75000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_24p0_ctau_10_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,9.699507575757575,652.8379,1.0,0.2376
HTo2ZdTo2mu2x_MZd-24p0_ctau-100mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-24p0_ctau-100mm_TuneCP5_13p6TeV_pythia8_cff.py,100000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_24p0_ctau_100_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,11.021413793103447,658.8656,1.0,0.2494
HTo2ZdTo2mu2x_MZd-30p0_ctau-1mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-30p0_ctau-1mm_TuneCP5_13p6TeV_pythia8_cff.py,75000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_30p0_ctau_1_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,10.854458333333334,664.8354,1.0,0.24
HTo2ZdTo2mu2x_MZd-30p0_ctau-10mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-30p0_ctau-10mm_TuneCP5_13p6TeV_pythia8_cff.py,75000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_30p0_ctau_10_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,10.35422973436161,669.624,1.0,0.2334
HTo2ZdTo2mu2x_MZd-30p0_ctau-100mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-30p0_ctau-100mm_TuneCP5_13p6TeV_pythia8_cff.py,75000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_30p0_ctau_100_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,7.698892592592593,654.7474,1.0,0.2484
HTo2ZdTo2mu2x_MZd-30p0_ctau-1000mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-30p0_ctau-1000mm_TuneCP5_13p6TeV_pythia8_cff.py,100000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_30p0_ctau_1000_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,7.669061945117029,632.0022,1.0,0.2478
HTo2ZdTo2mu2x_MZd-34p0_ctau-1mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-34p0_ctau-1mm_TuneCP5_13p6TeV_pythia8_cff.py,75000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_34p0_ctau_1_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,7.765583705932933,668.0398,1.0,0.2326
HTo2ZdTo2mu2x_MZd-34p0_ctau-10mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-34p0_ctau-10mm_TuneCP5_13p6TeV_pythia8_cff.py,75000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_34p0_ctau_10_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,7.954046955796497,651.6688,1.0,0.2398
HTo2ZdTo2mu2x_MZd-34p0_ctau-100mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-34p0_ctau-100mm_TuneCP5_13p6TeV_pythia8_cff.py,75000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_34p0_ctau_100_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,9.47121835443038,639.835,1.0,0.237
HTo2ZdTo2mu2x_MZd-34p0_ctau-1000mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-34p0_ctau-1000mm_TuneCP5_13p6TeV_pythia8_cff.py,100000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_34p0_ctau_1000_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,9.247310033869603,632.6551,1.0,0.2362
HTo2ZdTo2mu2x_MZd-40p0_ctau-1mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-40p0_ctau-1mm_TuneCP5_13p6TeV_pythia8_cff.py,75000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_40p0_ctau_1_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,10.44019010695187,669.5217,1.0,0.2244
HTo2ZdTo2mu2x_MZd-40p0_ctau-10mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-40p0_ctau-10mm_TuneCP5_13p6TeV_pythia8_cff.py,75000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_40p0_ctau_10_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,12.153692103142628,674.9043,1.0,0.2482
HTo2ZdTo2mu2x_MZd-40p0_ctau-100mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-40p0_ctau-100mm_TuneCP5_13p6TeV_pythia8_cff.py,75000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_40p0_ctau_100_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,9.647373966578716,641.5365,1.0,0.2274
HTo2ZdTo2mu2x_MZd-40p0_ctau-1000mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-40p0_ctau-1000mm_TuneCP5_13p6TeV_pythia8_cff.py,100000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_40p0_ctau_1000_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,9.383922895622895,637.9848,1.0,0.2376
HTo2ZdTo2mu2x_MZd-44p0_ctau-1mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-44p0_ctau-1mm_TuneCP5_13p6TeV_pythia8_cff.py,75000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_44p0_ctau_1_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,9.90501958041958,652.2826,1.0,0.2288
HTo2ZdTo2mu2x_MZd-44p0_ctau-10mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-44p0_ctau-10mm_TuneCP5_13p6TeV_pythia8_cff.py,75000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_44p0_ctau_10_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,11.746280497925312,665.9136,1.0,0.241
HTo2ZdTo2mu2x_MZd-44p0_ctau-100mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-44p0_ctau-100mm_TuneCP5_13p6TeV_pythia8_cff.py,75000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_44p0_ctau_100_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,9.66027576791809,652.5947,1.0,0.2344
HTo2ZdTo2mu2x_MZd-44p0_ctau-1000mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-44p0_ctau-1000mm_TuneCP5_13p6TeV_pythia8_cff.py,100000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_44p0_ctau_1000_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,9.624726419213973,629.7976,1.0,0.229
HTo2ZdTo2mu2x_MZd-50p0_ctau-1mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-50p0_ctau-1mm_TuneCP5_13p6TeV_pythia8_cff.py,75000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_50p0_ctau_1_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,11.979826958525345,676.6686,1.0,0.217
HTo2ZdTo2mu2x_MZd-50p0_ctau-10mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-50p0_ctau-10mm_TuneCP5_13p6TeV_pythia8_cff.py,75000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_50p0_ctau_10_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,9.79863107606679,669.714,1.0,0.2156
HTo2ZdTo2mu2x_MZd-50p0_ctau-100mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-50p0_ctau-100mm_TuneCP5_13p6TeV_pythia8_cff.py,75000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_50p0_ctau_100_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,1.8752039696699376,652.7073,1.0,0.2242
HTo2ZdTo2mu2x_MZd-50p0_ctau-1000mm_TuneCP5_13p6TeV_madgraph-pythia8,genFragments/Generator/Pythia/HTo2ZdTo2mu2x_lowMass/13p6TeV/HTo2ZdTo2mu2x_MZd-50p0_ctau-1000mm_TuneCP5_13p6TeV_pythia8_cff.py,100000,madgraph,/cvmfs/cms.cern.ch/phys_generator/gridpacks/RunIII/13p6TeV/slc7_amd64_gcc10/MadGraph5_aMCatNLO/20231108_fernance_DimuonScouting/LL_HAHM_MS_400_kappa_0p01_MZd_50p0_ctau_1000_slc7_amd64_gcc10_CMSSW_12_4_8_tarball.tar.xz,9.439841666666666,631.5113,1.0,0.2112
